200
41,85,43,55,33,42,66,8,77,74,27,82,78,49,47,42,22,31,0,42,14,69,46,27,96,84,89,71,76,83,97,3,0,41,11,12,77,82,76,22,50,97,17,95,15,84,22,87,20,88,89,25,45,10,27,61,35,69,47,13,19,94,58,60,53,79,13,74,90,23,42,50,32,80,72,99,1,70,44,96,18,3,25,99,68,2,62,79,96,68,82,65,34,58,55,61,85,15,86,93,79,49,95,22,49,74,29,87,82,60,34,37,97,99,28,54,26,87,56,79,53,46,66,21,93,29,78,63,74,47,63,72,5,76,11,79,52,40,78,69,31,62,55,39,3,44,36,19,10,60,91,89,45,29,55,16,38,81,18,97,36,69,34,51,28,11,70,37,86,39,78,88,39,42,64,62,44,90,38,16,97,34,38,88,4,34,17,28,40,64,39,19,43,52,51,61,80,48,31,2
31,48,68,85,20,36,88,75,72,57,43,71,39,44,7,44,39,87,58,0,48,88,38,53,66,92,47,46,60,1,23,68,17,6,87,69,69,14,33,8,49,24,55,56,64,41,55,50,37,100,38,23,7,20,28,47,46,20,84,3,18,60,77,2,20,59,72,14,44,54,97,26,9,25,94,80,81,72,1,15,59,21,83,22,51,68,56,14,89,89,28,24,20,41,33,97,30,17,24,100,20,73,68,32,75,31,54,53,63,5,36,65,72,55,11,63,93,42,21,52,96,57,5,42,40,15,68,49,94,19,58,66,88,54,21,8,64,19,77,88,98,68,45,89,27,82,37,61,20,71,34,74,29,6,61,77,73,90,13,92,95,15,96,52,87,12,18,16,38,9,69,48,38,39,13,34,17,90,79,71,11,2,72,4,18,19,53,40,1,55,82,4,94,49,7,0,76,77,18,44
80,57,93,8,67,41,70,84,97,10,33,100,32,85,79,17,46,2,86,52,0,27,65,50,31,40,25,20,24,0,36,91,62,2,64,92,36,83,45,93,64,74,64,5,37,14,97,87,72,72,92,49,71,12,27,46,28,28,51,11,32,66,32,20,89,6,35,31,62,86,78,30,39,85,64,86,33,30,72,44,45,27,49,27,66,39,64,63,81,94,12,18,90,1,75,89,57,37,3,86,67,74,75,100,5,63,41,41,44,37,86,41,32,79,9,68,63,50,32,90,89,10,19,96,6,90,83,61,49,52,40,20,82,14,71,54,66,83,29,64,92,56,74,10,51,7,15,6,47,75,10,54,80,67,32,30,72,9,35,79,76,23,9,16,25,46,84,49,84,48,57,45,52,26,35,64,50,75,81,36,65,53,83,51,70,9,44,36,38,69,47,98,82,100,44,0,24,72,10,82
17,17,27,88,59,1,45,83,97,65,81,57,32,68,18,56,71,1,31,12,73,0,16,17,89,46,52,26,64,40,78,65,13,66,97,14,21,22,71,84,10,76,76,65,86,27,96,91,2,72,77,52,48,33,73,30,99,64,37,52,18,14,81,44,70,59,18,48,0,5,81,17,16,0,32,82,2,55,52,28,15,21,24,94,21,49,53,87,72,27,74,81,93,70,91,64,71,68,41,85,81,70,74,56,44,93,16,61,45,97,88,91,83,76,20,17,57,46,32,31,80,47,57,91,82,46,6,2,99,11,90,28,48,1,33,17,41,71,84,52,62,43,40,89,28,15,70,70,20,3,98,1,98,30,1,13,0,30,79,2,69,30,18,57,80,15,66,74,22,31,49,53,64,92,28,31,7,6,41,14,16,96,6,53,26,99,20,80,9,61,42,67,49,29,28,31,5,23,19,69
18,39,36,24,63,31,59,32,4,72,4,47,43,84,35,19,5,67,54,62,35,84,0,7,83,69,18,4,19,63,52,22,98,67,78,8,54,9,45,59,14,92,47,94,52,46,38,38,23,30,76,6,24,92,39,8,34,78,10,77,11,52,20,63,72,36,12,65,63,61,61,69,31,18,91,91,42,62,69,22,22,73,36,35,20,44,54,41,27,73,70,22,19,26,2,64,36,99,80,55,90,24,51,91,27,93,30,44,34,69,35,64,3,50,65,36,60,98,52,79,7,45,70,78,62,87,81,12,64,34,59,11,57,52,2,6,88,41,87,35,62,69,7,85,71,87,62,14,62,40,72,54,17,9,18,10,2,100,95,51,76,47,30,98,21,34,45,90,16,72,54,33,55,99,83,66,75,27,29,93,54,54,33,15,64,82,89,68,11,9,51,26,35,59,9,2,27,12,36,56
2,33,84,56,98,2,72,87,54,60,92,56,19,58,26,15,99,98,73,47,50,83,93,0,6,24,61,42,27,48,57,7,16,19,67,18,21,22,55,96,64,26,100,67,2,16,48,7,49,39,38,97,22,21,4,86,82,57,72,34,79,26,88,100,98,88,65,47,62,22,17,95,26,61,65,43,67,81,42,44,23,89,44,64,79,4,63,80,21,55,60,37,56,65,98,54,80,62,65,15,16,43,17,48,81,75,32,89,73,9,83,39,37,28,96,53,40,19,0,84,58,23,54,18,31,60,32,26,14,63,53,47,27,29,64,1,50,65,17,17,78,68,20,56,64,28,49,96,35,93,27,77,73,40,13,23,72,74,2,19,77,68,31,22,93,51,57,25,42,30,22,97,79,93,99,32,2,81,14,4,23,98,46,49,30,72,59,74,88,29,88,19,82,49,29,43,82,89,62,46
49,34,50,100,29,98,24,75,83,7,42,81,94,9,36,24,32,46,4,34,69,11,17,94,0,59,26,69,80,6,19,58,72,92,29,95,91,37,44,35,42,55,18,8,12,32,28,1,30,47,8,51,39,88,58,59,20,88,40,80,21,77,32,25,19,25,35,35,16,24,47,92,53,7,36,59,78,94,47,29,6,35,20,62,94,60,8,49,29,83,75,8,78,20,97,33,62,57,73,98,54,98,42,20,95,70,25,69,36,49,19,82,46,31,2,3,0,2,13,99,66,36,74,100,80,74,58,98,32,81,97,15,61,94,93,57,84,11,69,54,37,84,14,52,35,22,23,71,81,53,39,78,47,38,87,14,88,83,12,72,19,43,89,90,100,17,19,89,82,57,47,51,69,97,68,41,0,7,80,91,54,24,40,96,86,46,47,79,52,52,19,77,32,4,35,9,42,16,8,46
33,75,52,2,19,90,80,73,0,90,21,55,19,73,96,1,12,0,16,8,60,54,31,76,41,0,64,45,47,25,28,94,48,35,60,17,20,9,98,60,23,72,59,53,87,45,57,84,28,44,69,97,93,92,21,13,77,13,86,68,6,54,20,38,80,46,94,89,13,96,55,14,23,38,5,60,80,11,69,83,52,77,58,49,52,64,42,41,56,15,90,44,48,81,74,64,50,88,27,79,55,1,55,93,59,20,96,97,93,68,10,0,76,8,57,72,5,27,14,33,60,15,51,100,85,65,56,48,73,77,99,81,98,95,66,98,88,22,33,29,69,61,35,71,39,48,29,36,19,75,59,81,100,35,4,71,72,37,63,79,98,41,49,97,86,45,84,27,7,71,42,25,75,16,17,70,46,47,99,83,35,33,61,18,50,65,44,64,52,97,68,44,41,15,51,60,94,70,14,100
86,96,60,9,82,11,35,0,91,23,88,24,82,76,78,94,98,41,11,53,75,48,82,39,74,36,0,17,93,95,57,63,6,0,32,0,9,8,52,99,29,99,71,30,92,49,87,31,72,6,28,13,32,46,26,26,31,71,1,80,48,30,9,75,65,60,30,40,44,12,61,50,76,84,63,4,34,84,80,29,56,12,30,41,21,79,52,60,62,7,41,3,50,76,89,49,87,99,44,63,28,46,35,24,45,97,27,81,24,91,12,19,74,52,1,52,4,11,2,33,78,1,6,88,55,80,85,94,61,15,32,92,8,50,58,85,3,23,98,17,88,33,60,100,42,22,37,25,53,19,46,15,12,84,83,100,41,79,26,78,52,83,7,38,15,32,34,22,83,15,93,32,6,85,79,33,1,20,17,53,46,74,48,86,16,25,27,21,50,85,73,80,84,15,78,0,39,69,67,80
27,61,20,69,31,57,93,13,10,6,6,78,36,20,22,63,21,48,29,54,80,74,96,58,31,55,83,0,11,56,47,73,25,98,47,80,50,54,97,27,25,34,57,13,69,75,60,74,50,55,71,80,36,30,84,53,59,6,74,97,52,17,9,87,99,22,32,61,9,3,60,25,94,36,20,78,63,43,70,11,19,96,86,34,1,44,2,7,51,39,53,82,21,32,76,31,68,88,75,12,69,20,75,43,37,36,84,32,49,45,36,88,90,11,93,32,84,46,59,50,64,22,24,27,13,68,32,29,91,8,88,59,81,22,99,88,24,12,28,7,22,85,77,46,85,77,9,71,8,74,8,43,54,93,82,78,69,31,71,98,16,77,47,28,68,9,30,83,79,76,16,50,51,28,36,5,69,79,23,94,4,12,49,34,6,7,55,67,67,13,97,100,79,8,43,49,90,31,63,89
51,88,17,56,0,64,79,54,87,2,98,85,38,99,66,46,18,0,24,40,76,36,81,73,20,53,7,89,0,22,51,29,39,58,85,94,22,77,23,55,48,53,73,37,69,10,57,28,70,76,91,39,58,23,75,43,75,39,22,83,33,25,50,42,98,79,22,18,42,26,17,89,65,45,2,22,23,50,100,4,47,46,99,79,55,34,94,78,3,77,58,22,32,85,55,52,80,97,91,20,93,46,26,59,95,38,16,92,35,82,19,67,88,18,8,52,8,31,87,49,9,34,5,11,23,61,43,45,15,95,75,73,15,83,65,66,2,79,99,23,10,71,57,67,74,45,8,4,31,63,49,49,19,2,10,57,17,29,82,10,57,82,99,84,30,86,87,6,68,12,10,24,32,79,44,24,48,3,59,19,33,66,70,99,80,89,54,36,82,82,10,43,94,31,71,39,36,63,15,29
53,26,86,15,95,5,88,79,13,3,97,73,27,23,9,57,18,43,17,99,100,60,37,52,94,75,5,44,78,0,15,44,50,13,19,78,15,98,97,49,16,60,27,66,21,41,32,46,24,68,33,89,89,61,52,100,62,56,19,85,86,91,58,15,99,25,4,54,89,56,12,23,93,17,1,2,41,16,80,96,58,18,31,100,42,22,49,26,66,5,60,99,21,3,93,70,87,43,95,97,11,10,59,50,92,81,9,86,59,7,6,34,1,67,10,27,66,59,4,13,59,94,79,28,14,19,60,83,64,28,86,34,53,19,24,76,36,25,0,69,81,73,15,25,2,73,54,4,30,41,33,80,56,17,73,44,19,95,23,14,25,24,0,77,6,64,87,1,46,13,61,1,21,43,21,68,91,47,42,64,54,44,12,81,96,70,57,61,82,88,87,59,14,42,54,3,36,65,45,36
59,37,7,1,84,74,84,10,47,58,9,86,31,91,48,57,86,26,3,77,64,22,48,43,81,72,43,53,49,85,0,40,9,68,37,22,22,54,42,82,68,63,7,9,62,5,49,45,15,35,32,95,22,99,60,56,63,84,44,11,36,16,17,32,54,79,0,92,95,35,79,62,24,90,36,70,96,59,90,20,16,6,96,1,98,85,88,58,7,65,75,26,58,61,52,93,27,99,11,67,91,37,14,7,25,20,75,41,54,1,91,74,34,43,70,21,47,58,38,26,6,36,47,17,88,4,59,48,34,13,1,38,62,17,67,24,76,81,95,100,70,20,43,9,91,73,72,27,10,59,33,0,63,84,35,5,41,20,69,40,70,68,59,85,47,40,90,19,35,44,27,40,80,38,12,57,66,33,2,59,41,20,34,44,68,77,85,46,3,71,24,20,79,57,17,76,7,61,8,8
39,48,76,32,27,27,64,74,70,83,18,32,42,53,9,98,42,34,97,32,9,35,78,93,42,6,37,27,71,56,60,0,48,28,58,17,90,82,65,42,30,90,98,36,95,15,73,59,31,41,54,50,65,70,50,74,55,75,47,10,69,69,5,36,100,26,5,56,11,50,100,55,86,64,31,99,82,82,72,20,37,35,50,25,2,78,46,88,4,71,42,85,100,29,95,23,18,10,46,90,22,97,35,96,15,0,24,81,48,6,13,100,23,88,27,41,29,36,48,93,82,53,65,64,80,62,23,17,40,1,1,60,34,19,22,1,56,53,8,70,36,2,27,87,35,21,73,27,95,86,11,10,22,78,68,53,71,23,15,49,14,58,7,17,80,55,39,19,88,79,61,50,22,100,49,80,91,33,38,23,96,43,80,47,12,72,22,94,64,59,73,6,68,77,74,88,26,62,84,92
37,19,96,86,48,68,63,66,84,94,29,26,87,42,72,45,18,11,100,83,38,87,2,84,28,52,94,75,61,50,91,52,0,70,35,25,86,42,52,67,82,14,88,48,15,15,59,94,36,43,46,82,2,5,55,52,77,32,76,23,73,100,87,60,19,43,94,98,0,14,54,17,64,42,58,22,28,27,14,24,18,25,36,68,20,0,80,35,86,24,12,92,99,89,74,81,49,70,27,93,9,82,53,9,67,20,56,78,11,78,52,31,72,75,61,69,29,66,96,59,32,37,55,13,38,45,69,14,72,11,37,99,92,19,90,93,53,41,34,100,67,11,65,61,27,58,47,35,58,16,2,41,77,53,10,98,68,14,44,31,1,31,93,99,91,49,14,70,56,69,95,82,22,24,97,5,61,80,63,68,9,48,98,27,20,56,20,24,22,54,75,58,77,58,40,45,76,97,74,98
36,98,49,5,50,57,97,7,94,66,3,28,40,77,7,1,87,27,59,94,98,34,33,81,8,65,100,2,42,87,32,72,30,0,93,100,26,81,100,66,13,78,7,53,44,100,42,98,44,73,26,12,86,95,48,35,89,21,70,8,75,94,61,19,53,61,19,99,86,51,50,75,16,32,62,75,64,22,31,20,52,62,54,21,13,72,42,82,97,11,39,84,73,65,56,89,10,20,39,34,39,4,4,51,89,55,34,48,61,79,58,11,37,73,6,84,37,8,12,18,32,61,37,0,49,20,81,88,0,33,92,5,75,75,7,35,95,83,54,70,48,6,18,69,45,45,18,63,25,52,76,73,91,46,5,59,90,91,28,54,69,31,56,90,81,27,11,9,14,2,79,92,49,63,88,71,60,59,38,36,81,82,34,11,13,22,10,37,64,22,2,17,8,78,32,66,71,45,36,33
